Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Revolutionizing Healthcare 5.0 with&#xa0;Digital Twins,Body Area Networks,,,,10.1007/978-3-032-16099-7_22,Sarthak AcharyaDaljeet Singh,2026,https://link.springer.com/chapter/10.1007/978-3-032-16099-7_22,Conference paper
National and Local Factors Affecting Ship Time in Container Ports: System of Models at Country and Port Levels,Computational Science and Its Applications – ICCSA 2025 Workshops,,,,10.1007/978-3-031-97660-5_11,Giuseppe MusolinoPaola PanuccioCorrado RindoneFrancesco RussoAntonino Vitetta,2026,https://link.springer.com/chapter/10.1007/978-3-031-97660-5_11,Conference paper
What Happened in&#xa0;CLEF $$\ldots $$ For Another While?,"Experimental IR Meets Multilinguality, Multimodality, and Interaction",,,,10.1007/978-3-031-71736-9_1,Nicola Ferro,2024,https://link.springer.com/chapter/10.1007/978-3-031-71736-9_1,Conference paper
"Cybersecurity Certification Based Program, for Hardware Security Systems",Information and Software Technologies,,,,10.1007/978-3-032-16808-5_29,Kyriaki TsantikidouValeria LoscriNicolas Sklavos,2026,https://link.springer.com/chapter/10.1007/978-3-032-16808-5_29,Conference paper
Threshold Signatures for&#xa0;Central Bank Digital Currencies,Computer Security. ESORICS 2025 International Workshops,,,,10.1007/978-3-032-16089-8_17,Mostafa AbdelrahmanFilip RezabekLars HupelKilian GlasGeorg Carle,2026,https://link.springer.com/chapter/10.1007/978-3-032-16089-8_17,Conference paper
"Harnessing Artificial Intelligence for Global Sustainability: Innovative Solutions to Climate, Health, and Urban Challenges",ICT for Global Innovations and Solutions,,,,10.1007/978-3-032-02853-2_34,Srinivas Reddy Kosna,2026,https://link.springer.com/chapter/10.1007/978-3-032-02853-2_34,Conference paper
EduSim: A Multi-agent Model for Simulating the Impacts of Urban and Demographic Growth on School Infrastructures Demand and Offer in the City of Ouagadougou,Emerging Technologies for Developing Countries,,,,10.1007/978-3-031-93557-2_11,Yacouba OuedraogoMahamadou BelemDramane CoulibalyMehdi SaqalliMesmin DandjinouMarie Yves Théodore Tapsoba,2026,https://link.springer.com/chapter/10.1007/978-3-031-93557-2_11,Conference paper
Advancements in Onboard Real-Time Processing for SAR Satellite Imaging,Information Processing and Network Provisioning,,,,10.1007/978-981-96-6465-8_15,Qinglong HanZhengxu GuYang Zhao,2026,https://link.springer.com/chapter/10.1007/978-981-96-6465-8_15,Conference paper
TeacherTec: The Potentials and Limitations of AI in Educational Chatbots from Mexican Undergraduates’ Perspective,Artificial Intelligence in Education Technologies: New Development and Innovative Practices,,,,10.1007/978-981-97-9255-9_13,Samuel A. Rosas-MeléndezGuillermo M. ChansPaola M. López-VelázquezFelipe Miguel Álvarez-SiordiaClaudia Camacho-Zuñiga,2025,https://link.springer.com/chapter/10.1007/978-981-97-9255-9_13,Conference paper
Modeling Technique of&#xa0;Distributed Computations,"Information and Communication Technologies in Education, Research, and Industrial Applications",,,,10.1007/978-3-031-81372-6_19,Oleksandr BarskyiIllia IlinAnna Zozulia,2025,https://link.springer.com/chapter/10.1007/978-3-031-81372-6_19,Conference paper
Single-Trace Key Recovery Attacks on HQC Using Valid and&#xa0;Invalid Ciphertexts,Advances in Cryptology – EUROCRYPT 2026,,,,10.1007/978-3-032-25336-1_20,Haiyue DongQian GuoDenis Nabokov,2026,https://link.springer.com/chapter/10.1007/978-3-032-25336-1_20,Conference paper
$$\textsf{SoK}$$ : On Cryptography for&#xa0;Multi-cloud Storage,Topics in Cryptology – CT-RSAC 2026,,,,10.1007/978-3-032-22931-1_3,Dayane HorkosLudovic Perret,2026,https://link.springer.com/chapter/10.1007/978-3-032-22931-1_3,Conference paper
A Survey of&#xa0;Sharding Blockchains on&#xa0;Performance and&#xa0;Scalability,Blockchain and Trustworthy Systems,,,,10.1007/978-981-95-3480-7_8,Xiaofei LuoJunhao WuBaozhou XieJian ZhengQinde ChenHuawei Huang,2026,https://link.springer.com/chapter/10.1007/978-981-95-3480-7_8,Conference paper
Game Changer: A Modular Framework for&#xa0;OPRF Security,Advances in Cryptology – ASIACRYPT 2025,,,,10.1007/978-981-95-5125-5_19,Karla FriedrichsAnja LehmannCavit Özbay,2026,https://link.springer.com/chapter/10.1007/978-981-95-5125-5_19,Conference paper
A Multi-Criteria Driven Integrated Routing Protocol for IoT Communication in 6G Networks,Recent Trends in Artificial Intelligence and IoT,,,,10.1007/978-3-032-06198-0_24,Shams Tabrez SiddiquiMd Oqail AhmadAbu SalimRajesh Kumar TiwariAasif AftabMohd Sarfaraz,2025,https://link.springer.com/chapter/10.1007/978-3-032-06198-0_24,Conference paper
Distributed Industrial Digital Twinning Scheme in&#xa0;6G Future Scenarios,Advanced Data Mining and Applications,,,,10.1007/978-981-96-0811-9_3,Yibo SunBingyu YangEnliang WangJing GongWeitong ChenZhe Sun,2025,https://link.springer.com/chapter/10.1007/978-981-96-0811-9_3,Conference paper
Introducing Generative AI in Higher Education: Two Case Studies in Engineering and Humanities Disciplines,Higher Education Learning Methodologies and Technologies Online,,,,10.1007/978-3-031-94002-6_3,Davide TaibiGiovanni Fulantelli,2025,https://link.springer.com/chapter/10.1007/978-3-031-94002-6_3,Conference paper
Artificial Intelligence Evolution: The Rise of Generative AI,The 22nd International Conference on Information Technology-New Generations (ITNG 2025),,,,10.1007/978-3-031-89063-5_36,Amber WilliamsDextany HatfieldBharat S. Rawal,2025,https://link.springer.com/chapter/10.1007/978-3-031-89063-5_36,Conference paper
A Systematic Analysis of&#xa0;AGI and&#xa0;ASI Existential Risk Scenarios,"AI Revolution: Research, Ethics and Society",,,,10.1007/978-3-032-12313-8_2,Yulia KumarJuan Jenny LiDov Kruger,2026,https://link.springer.com/chapter/10.1007/978-3-032-12313-8_2,Conference paper
"Report-Based Interpretation of 2024 Digital Literacy and Skills in China and the EU: Status, Differences, and Future Directions","New Media Pedagogy: Research Trends, Methodological Challenges, and Successful Implementations",,,,10.1007/978-3-031-95627-0_1,Chao WangLeen d’Haenens,2025,https://link.springer.com/chapter/10.1007/978-3-031-95627-0_1,Conference paper
Identity-Based Matchmaking Encryption from&#xa0;Standard Lattice Assumptions,Applied Cryptography and Network Security,,,,10.1007/978-3-031-54773-7_7,Roberta Cimorelli BelfioreAndrea De CosmoAnna Lisa Ferrara,2024,https://link.springer.com/chapter/10.1007/978-3-031-54773-7_7,Conference paper
AI-Driven Evolution: Bridging 5G and 6G for a Hyper-connected Future,"AI and Digital Transformation: Opportunities, Challenges, and Emerging Threats in Technology, Business, and Security",,,,10.1007/978-3-032-07373-0_35,Abdulsalam AlkholidiRiad SakerNaif A. AlsharabiHabib Hamam,2026,https://link.springer.com/chapter/10.1007/978-3-032-07373-0_35,Conference paper
"Attack Once, Compromise All? On the&#xa0;Scalability of&#xa0;Attacks",Electronic Voting,,,,10.1007/978-3-032-05036-6_6,Eva HetzelMarc NemesJörn Müller-Quade,2026,https://link.springer.com/chapter/10.1007/978-3-032-05036-6_6,Conference paper
Future Opportunities for&#xa0;Systematic AI Support in&#xa0;Healthcare,Bridging the Gap Between AI and Reality,,,,10.1007/978-3-031-73741-1_13,Markus BertlGunnar PihoDirk DraheimPeeter RossLudwig PechmannNicholas BucciarelliRahul Sharma,2025,https://link.springer.com/chapter/10.1007/978-3-031-73741-1_13,Conference paper
"IoT-Based Automated Irrigation with Machine Learning for Crop Recommendation, Soil Classification, and Disease Detection","Computing Science, Communication and Security",,,,10.1007/978-3-032-16038-6_2,C. P. BoopathyS. AravindR. AdithyaS. SaiGaneshS. M. Sharrath Mani,2026,https://link.springer.com/chapter/10.1007/978-3-032-16038-6_2,Conference paper
A Decade of Research on Circular Economy and AI-Driven Financial Performance: A Bibliometric Perspective,Artificial Intelligence Based Smart and Secured Applications,,,,10.1007/978-3-032-17846-6_23,Kamani SnehaBhumi VyasMeeta Joshi,2026,https://link.springer.com/chapter/10.1007/978-3-032-17846-6_23,Conference paper
Market Analysis of a Data Platform in the European Data Ecosystem,Artificial Intelligence Applications and Innovations. AIAI 2024 IFIP WG 12.5 International Workshops,,,,10.1007/978-3-031-63227-3_7,Gabriel G. CastaneAlejandro MartinezQusai RamadanZaneta GkikaMpempis PanagiotisEduardo Vyhmeister,2024,https://link.springer.com/chapter/10.1007/978-3-031-63227-3_7,Conference paper
SecureCloudX: An Innovative Approach to Enhance Data Security Through Advanced File Encryption,Optimization and Data Science in Industrial Engineering,,,,10.1007/978-3-031-81458-7_6,Shashwat KumarAnannya ChuliShivam RajAditi JainD. Aju,2025,https://link.springer.com/chapter/10.1007/978-3-031-81458-7_6,Conference paper
Classification of Cross-Domain Sentiments in Big Data Using Renewed Genetic Algorithm,Artificial Intelligence Based Smart and Secured Applications,,,,10.1007/978-3-032-17834-3_2,V. ValarmathiJ. RamkumarB. Suchitra,2026,https://link.springer.com/chapter/10.1007/978-3-032-17834-3_2,Conference paper
SecureVote: Transforming Democracy with Blockchain-Based Online Elections,Machine Vision and Augmented Intelligence,,,,10.1007/978-981-97-4359-9_75,Tejas SaradeDream TejwaniTejas WasekarTejas HirveTejas WarbheManisha More,2025,https://link.springer.com/chapter/10.1007/978-981-97-4359-9_75,Conference paper
A Deep Learning Survey on Diseases Prediction and Detection in Health Care,Intelligent Systems in Computing and Communication,,,,10.1007/978-3-031-75605-4_8,R. PriyankaM. R. Pooja,2025,https://link.springer.com/chapter/10.1007/978-3-031-75605-4_8,Conference paper
"The Evolution of Digital Privacy Laws: Social, Legal, and Ethical Implications in the Age of Big Data",Optimization and Data Science in Industrial Engineering,,,,10.1007/978-3-032-17020-0_38,Rami SalihAbdulsatar Shaker SalmanRaad Ta’ma Awad BajjayJassim Kadhi KabrchHamza AljebouriNataliа Svitla,2026,https://link.springer.com/chapter/10.1007/978-3-032-17020-0_38,Conference paper
Predicting Startup IPO: A Data-Driven Approach Using Crunchbase Insights,Information Management,,,,10.1007/978-3-031-99353-4_33,S.  L. MedhaM. TusharS. RashmiAshish Reddy A.T. R. Prajwala,2026,https://link.springer.com/chapter/10.1007/978-3-031-99353-4_33,Conference paper
Efficacy of Pedagogical Conversational Agents in Design Education: Perspectives from the Chinese Context,HCI International 2025 – Late Breaking Papers,,,,10.1007/978-3-032-12798-3_4,Fan ChenRenxuan Liu,2026,https://link.springer.com/chapter/10.1007/978-3-032-12798-3_4,Conference paper
"Artificial Intelligence in Wastewater Management: Opportunities, Challenges, and Emerging Trends",Intelligent Systems for Sustainable Industrial Infrastructure,,,,10.1007/978-981-95-5923-7_3,Pawanjeet KaurParveen KumarUpendra KumarNishi Kant Bhardwaj,2026,https://link.springer.com/chapter/10.1007/978-981-95-5923-7_3,Conference paper
Implementing a Novel Cybersecurity Algorithm for Smart Grid SCADA System,Pan-African Artificial Intelligence and Smart Systems,,,,10.1007/978-3-031-94442-0_9,Kholofelo H. HalefoseTopside E. MathonsiTonderai MuchenjeDeon Du Plessis,2025,https://link.springer.com/chapter/10.1007/978-3-031-94442-0_9,Conference paper
Parallelism Everywhere: The Internet of Everything and Parallel Computing,Internet of Everything,,,,10.1007/978-3-031-84426-3_3,Kexing ZhouJuan Chen,2025,https://link.springer.com/chapter/10.1007/978-3-031-84426-3_3,Conference paper
Harnessing Artificial Intelligence for Proactive Cybersecurity and Operational Optimization in Business Processes,Optimization and Data Science in Industrial Engineering,,,,10.1007/978-3-031-93601-2_3,Ammar OdehWalid SalamehAnas Abu TalebQasem S. Abu Al-HaijaTareq Alhajahjeh,2026,https://link.springer.com/chapter/10.1007/978-3-031-93601-2_3,Conference paper
Just Hallucinations? The Problem of AI Literacy with a New Digital Divide,Ethical and Social Impacts of Information and Communication Technology,,,,10.1007/978-3-032-01429-0_18,Eleonora BassiUgo Pagallo,2026,https://link.springer.com/chapter/10.1007/978-3-032-01429-0_18,Conference paper
DEChain: Private Blockchain-Based Digital Evidence Management System,Proceedings of Sixth International Ethical Hacking Conference,,,,10.1007/978-981-96-8632-2_14,Mohuya ChakrabortySudip Kumar PalitDebanjan NagAbhirup BagPallabi MondalAnupama Bain,2026,https://link.springer.com/chapter/10.1007/978-981-96-8632-2_14,Conference paper
Fraud Detection Using Graph Neural Networks: A Survey,Bioinspired Intelligent Systems: From Robotics and Computer Vision to Trustworthy Applications,,,,10.1007/978-3-032-27317-8_30,Emrah ArslanSamiyeh KhosraviJavad Hassannataj JoloudariRoohallah AlizadehsaniJuan Manuel Gorriz,2026,https://link.springer.com/chapter/10.1007/978-3-032-27317-8_30,Conference paper
SoK: Designing a Curriculum for Open Finance,Financial Cryptography and Data Security. FC 2025 International Workshops,,,,10.1007/978-3-032-00495-6_11,Daniel BrobyEduardo T. Valencia,2026,https://link.springer.com/chapter/10.1007/978-3-032-00495-6_11,Conference paper
Protocol Security in&#xa0;6th Generation (6G) Networks,Computational Intelligence and Network Systems,,,,10.1007/978-3-031-48984-6_5,Tanya GargGurjinder KaurPrashant Singh Rana,2024,https://link.springer.com/chapter/10.1007/978-3-031-48984-6_5,Conference paper
Formal Verification of&#xa0;Composite Field Multipliers for&#xa0;Information-Theoretically Secure Radio Communication in&#xa0;Spacecraft Control,NASA Formal Methods,,,,10.1007/978-3-031-93706-4_14,Sumio MoriokaSatoshi ObanaMaki Yoshida,2025,https://link.springer.com/chapter/10.1007/978-3-031-93706-4_14,Conference paper
PMNS Arithmetic for&#xa0;Elliptic Curve Cryptography,Progress in Cryptology - AFRICACRYPT 2025,,,,10.1007/978-3-031-97260-7_9,Fangan Yssouf DossoSylvain DuquesneNadia El MrabetEmma Gautier,2026,https://link.springer.com/chapter/10.1007/978-3-031-97260-7_9,Conference paper
Utilizing Deep Learning Methods for Resource Allocation in 6G Communication Networks,"Proceedings of the 5th International Conference on Data Science, Machine Learning and Applications; Volume 2",,,,10.1007/978-981-97-8043-3_59,R. KavithaShweta SinghRekha DevraniKakumanu Prabhanjan Kumar,2025,https://link.springer.com/chapter/10.1007/978-981-97-8043-3_59,Conference paper
Blockchain and&#xa0;Onion Routing-Based Secure Data Management Framework for&#xa0;Healthcare Informatics,"Transfer, Diffusion and Adoption of Next-Generation Digital Technologies",,,,10.1007/978-3-031-50192-0_30,Ruchi SaoRajesh GuptaNilesh Kumar JadavSubir VermaSudeep Tanwar,2024,https://link.springer.com/chapter/10.1007/978-3-031-50192-0_30,Conference paper
Enhancing Healthcare Data Privacy and&#xa0;Model Utility in&#xa0;Vertical Federated Learning Using Differential Privacy,Computational Intelligence in Communications and Business Analytics,,,,10.1007/978-3-032-17187-0_13,Sarbajit MannaArindam SarkarRajdip Bera,2026,https://link.springer.com/chapter/10.1007/978-3-032-17187-0_13,Conference paper
An Insertion Reasoning Approach Based on Local Search,Optimization and Data Science in Industrial Engineering,,,,10.1007/978-3-032-17020-0_10,Mariem AyariSonia NasriHend BouziriWassila Aggoune-Mtalaa,2026,https://link.springer.com/chapter/10.1007/978-3-032-17020-0_10,Conference paper
A Text Encryption Approach for IoT Devices to Prioritize Security and Efficiency,Advancements in Smart Computing and Information Security,,,,10.1007/978-3-031-59100-6_6,Urmila PilaniaManoj KumarSanjay SinghShrey FutelaNachiketa Jha,2024,https://link.springer.com/chapter/10.1007/978-3-031-59100-6_6,Conference paper
Privacy Preserving and&#xa0;Verifiable Outsourcing of&#xa0;AI Processing for&#xa0;Cyber-Physical Systems,Information and Communications Security,,,,10.1007/978-981-97-8798-2_15,Georgios SpathoulasAngeliki KatsikaGeorgios Kavallieratos,2025,https://link.springer.com/chapter/10.1007/978-981-97-8798-2_15,Conference paper
Towards AI-Based Identification of&#xa0;Publicly Known Vulnerabilities,Computer Security. ESORICS 2024 International Workshops,,,,10.1007/978-3-031-82362-6_11,Andrés Vargas-RiveraHerson Esquivel-Vargas,2025,https://link.springer.com/chapter/10.1007/978-3-031-82362-6_11,Conference paper
Research on the Scheme of Blockchain and RFID Technology in the Traceability of High-Value Medical Consumables,Blockchain and Trustworthy Systems,,,,10.1007/978-981-95-3477-7_36,Xiuqing DongChuzhen LuYu LiHuijun WuZixin Liu,2026,https://link.springer.com/chapter/10.1007/978-981-95-3477-7_36,Conference paper
Machine Learning-Driven Anomaly Detection for&#xa0;Enhanced Security in&#xa0;6G Body Area Networks,Body Area Networks,,,,10.1007/978-3-032-16099-7_15,Himanshi BabbarAnkita SharmaRajeev KumarDaljeet Singh,2026,https://link.springer.com/chapter/10.1007/978-3-032-16099-7_15,Conference paper
